company_name,uri,salary,site,year,edu,job_name,city,pos_count
上海爱数,https://www.zhipin.com/job_detail/4fd3e18fde0fdb720nR42tq4EVE~.html,15-25K·14薪,上海 闵行区 浦江,3-5年,本科,高级python后端开发工程师,shanghai,1
上海潜智,https://www.zhipin.com/job_detail/f19fd84a209c72121HN42t-9FVo~.html,15-20K,上海 浦东新区 张江,3-5年,大专,Python开发工程师,shanghai,3
零眸,https://www.zhipin.com/job_detail/db32cf35fcb5f66a1nB929S_EFI~.html,20-30K·13薪,上海 徐汇区 肇嘉浜路,3-5年,本科,Python高级工程师,shanghai,2
光际科技,https://www.zhipin.com/job_detail/2592f163277e46ad1HZ609u9ElE~.html,12-18K,上海 杨浦区 周家嘴路,3-5年,本科,Python后端工程师,shanghai,6
DaoCloud,https://www.zhipin.com/job_detail/17c078b132f721971nB829u8EVE~.html,18-25K,上海 杨浦区 五角场,3-5年,本科,Python,shanghai,6
小码教育,https://www.zhipin.com/job_detail/b7a05ccfaae320891HB92N28GFo~.html,8-13K,上海  ,经验不限,本科,Python教学讲师,shanghai,4
若博若博教育,https://www.zhipin.com/job_detail/8f38ee3efec8a4960nV_3dy0EFY~.html,5-8K,上海 静安区 大宁,应届生,本科,Python+单片机教师,shanghai,5
斗象科技,https://www.zhipin.com/job_detail/d38d2b688c466ef01HBy09m0EVA~.html,15-30K,上海 浦东新区 张江,1-3年,大专,Python,shanghai,4
维信金科,https://www.zhipin.com/job_detail/a1c5120f49a593d21HB43964GVc~.html,15-25K,上海 虹口区 四川北路,3-5年,本科,Python开发（自动化测试）,shanghai,5
喔噻科技,https://www.zhipin.com/job_detail/327d422d6006b13f1nBy29y9ElA~.html,15-25K,上海 普陀区 长风,经验不限,本科,测试开发 python,shanghai,3
贞历,https://www.zhipin.com/job_detail/d825e63fb60c332903R429m9FlI~.html,18-35K,上海 黄浦区 打浦桥,3-5年,本科,Python开发工程师,shanghai,6
天玑科技,https://www.zhipin.com/job_detail/922558339d0039631ndy0tW9EFI~.html,18-25K,上海 徐汇区 田林,3-5年,大专,高级python开发工程师,shanghai,4
中软国际,https://www.zhipin.com/job_detail/e69ccfb3399438ea03Z529i7EVA~.html,11-22K,上海 浦东新区 金桥,1-3年,本科,Python开发,shanghai,2
智火,https://www.zhipin.com/job_detail/7bf281688503ce971XV63d-7E1s~.html,9-14K,上海 杨浦区 周家嘴路,3-5年,本科,Python,shanghai,4
上海天旦,https://www.zhipin.com/job_detail/85876c5449ab25041n1429i1E1M~.html,14-28K,上海 浦东新区 源深,5-10年,本科,Python开发工程师,shanghai,5
蚂蚁金服,https://www.zhipin.com/job_detail/386655aef98fce141Xd52NW9EFE~.html,30-45K·16薪,上海 浦东新区 陆家嘴,3-5年,本科,Python,shanghai,3
耘智信息科技,https://www.zhipin.com/job_detail/8e502b959e496d2f1HV70tS_GVI~.html,20-35K,上海 静安区 静安寺,3-5年,本科,Django/ Python/ Backend Engineer,shanghai,4
风云科技,https://www.zhipin.com/job_detail/716549bb7e02bbcb03R939W5Fls~.html,8-12K,上海  ,1-3年,本科,python开发工程师,shanghai,6
altenchina,https://www.zhipin.com/job_detail/bd8c42abbea56fb81Hd92di8FFA~.html,10-15K,上海 长宁区 北新泾,1年以内,本科,python开发,shanghai,2
天玑科技,https://www.zhipin.com/job_detail/b28679778b370f381HVz39m0EVc~.html,15-25K,上海 闵行区 静安新城,1-3年,本科,Python开发工程师,shanghai,1
码博科技,https://www.zhipin.com/job_detail/5bc7b9fdc8fbbfb71nJ42ti-FA~~.html,13-20K,上海 浦东新区 唐镇,3-5年,本科,上海Python,shanghai,6
泛微网络,https://www.zhipin.com/job_detail/0542dbdebcd20f0103x90tS7F1Q~.html,12-24K,上海 闵行区 浦江,1-3年,本科,运维开发工程师（python）,shanghai,2
数据科技,https://www.zhipin.com/job_detail/0c99900aa2bc1646031-39y8Flo~.html,13-25K,上海 黄浦区 南京东路,1-3年,本科,Python数据分析师,shanghai,3
智慧芽,https://www.zhipin.com/job_detail/e7159261155ee8950nV-2N-7ElY~.html,15-25K,上海 静安区 火车站,3-5年,本科,交付工程师（Python）,shanghai,6
互道信息,https://www.zhipin.com/job_detail/42ae4a78a00cb72603Bz39u0EFU~.html,20-40K·13薪,上海 浦东新区 张江,3-5年,大专,高级python工程师,shanghai,4
璈邦,https://www.zhipin.com/job_detail/9aefeeabfe6eb76103x539W7FlY~.html,15-25K·13薪,上海 闵行区 虹桥,3-5年,大专,python开发,shanghai,5
盛安德,https://www.zhipin.com/job_detail/64c3129b1eb65d101HV-2N61EVY~.html,20-30K,上海 黄浦区 新天地,5-10年,本科,Python开发工程师,shanghai,2
软通动力,https://www.zhipin.com/job_detail/b1b73b7128d691eb1Xd82dm9EVA~.html,10-20K,上海 浦东新区 金桥,1-3年,本科,Python开发工程师,shanghai,5
钱咖,https://www.zhipin.com/job_detail/a92c1ddf0384e92703N839y0EFs~.html,20-30K,上海  ,5-10年,本科,高级Python开发工程师,shanghai,2
软通动力,https://www.zhipin.com/job_detail/a080a1113861731a03N42tu8F1c~.html,11-20K,上海 浦东新区 金桥,1-3年,本科,Python自动化测试,shanghai,6
略晓,https://www.zhipin.com/job_detail/fc4cadd0668dc90f0nV929y_GVs~.html,13-26K·14薪,上海 长宁区 北新泾,1-3年,本科,后台开发-Python,shanghai,4
Hileap,https://www.zhipin.com/job_detail/bf0bade6dfe6bfaf1XB-2N64EVU~.html,12-20K,上海 浦东新区 唐镇,1-3年,本科,Python开发工程师,shanghai,4
歌斐资产,https://www.zhipin.com/job_detail/6c81a572e4a31a871HZ_2dS4GFQ~.html,15-25K,上海 杨浦区 周家嘴路,3-5年,本科,Python,shanghai,3
思华科技,https://www.zhipin.com/job_detail/f62aca97af538f6e1n1739u5FFQ~.html,15-30K,上海 浦东新区 张江,1-3年,本科,Python工程师,shanghai,5
慧谷,https://www.zhipin.com/job_detail/1cc7be2c99906ee01nR-2Nm6EVU~.html,18-19K,上海 徐汇区 徐家汇,5-10年,本科,Python讲师,shanghai,4
博泰(PATEO),https://www.zhipin.com/job_detail/3a53d4ed16ed86100nV42dS8FFc~.html,12-18K·13薪,上海 徐汇区 徐家汇,3-5年,本科,python工程师,shanghai,5
拼多多,https://www.zhipin.com/job_detail/db2f1f8262f1f5af1Hd92d-7ElI~.html,20-40K,上海 长宁区 古北,经验不限,本科,高级Python开发工程师,shanghai,1
博彦科技,https://www.zhipin.com/job_detail/f069fdeaf67b9e500nRz2Ni6F1I~.html,20-30K,上海 长宁区 虹桥,5-10年,本科,Python team leader（法国企业）,shanghai,1
众言网络,https://www.zhipin.com/job_detail/4b98011804b643340nR_0tW9FlY~.html,30-40K,上海 徐汇区 田林,5-10年,本科,python架构师,shanghai,5
上海久链,https://www.zhipin.com/job_detail/e5257303361d0d251H1429-4EFA~.html,10-15K,上海 浦东新区 东明路,1-3年,本科,区块链量化Python工程师,shanghai,5
华为成都,https://www.zhipin.com/job_detail/9489f7810d74872403V63ty5FFc~.html,22-30K,上海 浦东新区 金桥,3-5年,本科,上海Java_急招Java，Python，C++工程师,shanghai,1
上海看看智能科技公司,https://www.zhipin.com/job_detail/b6fb5571a557b7ce03Rz2d--FVc~.html,10-15K,上海 浦东新区 张江,3-5年,本科,Python开发工程师,shanghai,1
通联数据,https://www.zhipin.com/job_detail/f9eab8b47c72f51e03Z_0t26EVQ~.html,20-35K,上海 虹口区 四川北路,3-5年,本科,Python开发工程师SH,shanghai,5
智慧芽,https://www.zhipin.com/job_detail/45978127f06e7a270nV909S7FVI~.html,20-25K·13薪,上海 静安区 火车站,3-5年,本科,Python开发工程师,shanghai,1
钱咖,https://www.zhipin.com/job_detail/9200abe331fb4ed61HN73d64ElE~.html,18-25K,上海  ,5-10年,本科,python开发工程师,shanghai,5
达观数据,https://www.zhipin.com/job_detail/ebbede21277c93ff1HB409u6EFc~.html,15-30K·15薪,上海  ,经验不限,本科,Python开发工程师,shanghai,5
犀语科技,https://www.zhipin.com/job_detail/caeed8e6889e021903N82tS-FlQ~.html,20-30K,上海 杨浦区 五角场,3-5年,本科,Python 开发工程师,shanghai,5
上海同梁智能科技,https://www.zhipin.com/job_detail/6f56c6933aa349371HRz3Nm6EVQ~.html,6-8K,上海 杨浦区 四平路,1-3年,本科,Python数据分析,shanghai,3
上海展湾信息科技,https://www.zhipin.com/job_detail/68665392ab81f0391nN50ti1ElE~.html,11-22K,上海 杨浦区 周家嘴路,3-5年,本科,资深python工程师,shanghai,5
上海尼奇广告,https://www.zhipin.com/job_detail/486c0a46c1fbd0de03Vy3t-4FlE~.html,6-11K·13薪,上海 黄浦区 打浦桥,经验不限,学历不限,Python开发工程师,shanghai,6
晏鼠股份,https://www.zhipin.com/job_detail/3ed112d095aecdc41HB639u6E1Y~.html,15-20K,上海 杨浦区 五角场,1-3年,本科,python算法工程师,shanghai,2
天思上海,https://www.zhipin.com/job_detail/ff03adc3ebc6df1f03N-3di-GFo~.html,25-40K,上海 徐汇区 徐家汇,3-5年,本科,Python后端高级工程师,shanghai,3
傲梦网络科技,https://www.zhipin.com/job_detail/a42fa63ccc424d841HF-092_Els~.html,8-10K,上海  ,经验不限,本科,Python课程研发,shanghai,6
文思海辉·金融,https://www.zhipin.com/job_detail/9fb3948dce1533e40nR90tu_FVc~.html,10-14K,上海 浦东新区 唐镇,3-5年,本科,自动化测试（Python）,shanghai,4
上海展湾信息科技,https://www.zhipin.com/job_detail/abc393234a179ce71XN_3du0EVY~.html,20-30K,上海 杨浦区 周家嘴路,5-10年,本科,Python工程师,shanghai,2
上海同梁智能科技,https://www.zhipin.com/job_detail/835aebf8e1e82a1303J80tq1F1Q~.html,6-8K,上海 杨浦区 四平路,经验不限,大专,Python开发（爬虫）/Python爬虫,shanghai,1
上海敢望投资有限公司,https://www.zhipin.com/job_detail/5b2cdc04f2675e571nZ-3dq1EVA~.html,4-6K,上海 嘉定区 南翔,3-5年,本科,Python,shanghai,6
婀娜信息,https://www.zhipin.com/job_detail/d8a67c14cd1963b61XN_3ti0FVA~.html,15-25K,上海 松江区 莘庄,1-3年,本科,Python 开发,shanghai,2
百度,https://www.zhipin.com/job_detail/868d430bca60e1540nZy2d6_E1A~.html,10-15K,上海 浦东新区 张江,1-3年,本科,python/c++研发工程师（外包）,shanghai,1
掘新科技,https://www.zhipin.com/job_detail/dba168a2547548960nZ63Ni6FVA~.html,15-25K,上海 青浦区 徐泾,3-5年,大专,安全开发工程师-Python,shanghai,5
喜科,https://www.zhipin.com/job_detail/6aa4aeaa4669b4bf031z3Nq7F1Y~.html,16-22K,上海 徐汇区 田林,5-10年,大专,Python研发工程师,shanghai,4
贯信,https://www.zhipin.com/job_detail/2c4243f3b01080941XJ52du_FFE~.html,18-30K,上海 杨浦区 五角场,3-5年,大专,PYTHON 数据算法架构师,shanghai,6
天玑科技,https://www.zhipin.com/job_detail/7888bc58be3a15d11nZ429y8GFQ~.html,9-15K,上海 徐汇区 漕河泾,经验不限,大专,存储系统开发工程师 python,shanghai,1
担路网,https://www.zhipin.com/job_detail/4557520f58d4fe0c0nJz3ty7EA~~.html,6-12K,上海 松江区 九亭,经验不限,本科,python后端工程师,shanghai,5
天玑科技,https://www.zhipin.com/job_detail/d6a4bcd0aa11c9221n1539m4GVA~.html,10-16K,上海 闵行区 静安新城,1-3年,本科,Python开发工程师,shanghai,6
达观数据,https://www.zhipin.com/job_detail/af2c3d74c0f779cb03Z53d69EVU~.html,20-30K·16薪,上海 浦东新区 张江,3-5年,本科,高级python开发工程师,shanghai,6
天玑科技,https://www.zhipin.com/job_detail/560360647df6c9f41nd_3dm_FFQ~.html,12-24K,上海 徐汇区 漕河泾,1-3年,大专,python开发工程师,shanghai,5
S先生,https://www.zhipin.com/job_detail/915d915d7662b73803182dq0EFM~.html,14-28K,上海 黄浦区 人民广场,1-3年,本科,Python后端开发工程师SH,shanghai,1
傲梦网络科技,https://www.zhipin.com/job_detail/a9ef9d9ec12cd2c10nV62ty4F1Q~.html,8-13K,上海 长宁区 北新泾,1-3年,本科,Python课程设计,shanghai,2
天玑科技,https://www.zhipin.com/job_detail/ffb146ce63ca329a1nF529i6EVs~.html,8-15K,上海 浦东新区 张江,1-3年,大专,python开发工程师,shanghai,4
联影智能,https://www.zhipin.com/job_detail/36ff955892f4d7340nZ93N-_GVQ~.html,15-25K,上海 浦东新区 张江,经验不限,硕士,Python后端开发工程师,shanghai,5
上海小莫,https://www.zhipin.com/job_detail/e6fa7f7f15fce2b01XJ92Ni7ElA~.html,15-25K,上海 黄浦区 董家渡,3-5年,本科,Python工程师,shanghai,6
互道信息,https://www.zhipin.com/job_detail/a4b9fee6f1add9f11nJ629u_FFo~.html,15-30K·13薪,上海 浦东新区 张江,3-5年,本科,高级Python工程师,shanghai,1
钱咖,https://www.zhipin.com/job_detail/7b81752a7095845f03R739u9GFo~.html,17-25K,上海  ,5-10年,本科,Python开发工程师,shanghai,2
普元智慧,https://www.zhipin.com/job_detail/a582343356bf85d8031-09S8F1o~.html,10-15K·13薪,上海 黄浦区 南京东路,1-3年,本科,Python开发工程师,shanghai,6
上海数旦,https://www.zhipin.com/job_detail/d3392f610d13c06803xy0ty5FFc~.html,11-20K,上海 徐汇区 田林,1-3年,本科,Python开发工程师,shanghai,3
Student.com,https://www.zhipin.com/job_detail/46d2d2151b41222d03F83tS4GVY~.html,15-30K,上海 静安区 江宁路,5-10年,本科,Python开发高级工程师,shanghai,5
荣隆教育,https://www.zhipin.com/job_detail/d89330c6705a9f721HZ63dm6FVs~.html,15-30K,上海 浦东新区 陆家嘴,3-5年,本科,人工智能（python）讲师,shanghai,5
众言网络,https://www.zhipin.com/job_detail/b738482fd5dcd2f80nR_0tW_EFI~.html,20-35K,上海 徐汇区 田林,5-10年,本科,高级python后端开发工程师,shanghai,4
千际投资,https://www.zhipin.com/job_detail/4bb1874368fd063f1X172d61ElI~.html,4-5K,上海 浦东新区 陆家嘴,1年以内,本科,Python,shanghai,4
牛咖,https://www.zhipin.com/job_detail/bdd5dafdb27589a01XB52tW5GFQ~.html,25-50K,上海 普陀区 曹杨,1-3年,本科,python高级开发工程师,shanghai,4
若博若博教育,https://www.zhipin.com/job_detail/4a611f7f5215044f0nV82tW6ElM~.html,5-10K,上海 静安区 大宁,经验不限,大专,少儿Python编程教师,shanghai,6
上海拾柴科技,https://www.zhipin.com/job_detail/a49c17aa04f4c0c303Jz2Nm6EVM~.html,10-15K,上海 浦东新区 张江,1-3年,本科,Python后端/全栈工程师,shanghai,1
上海飓色,https://www.zhipin.com/job_detail/3553a2582f4950641HR83dq4FFA~.html,18-25K·14薪,上海 静安区 静安寺,3-5年,本科,Python开发工程师,shanghai,5
拉卡拉,https://www.zhipin.com/job_detail/eb9bde3d10fb023403F62du7GVs~.html,25-35K,上海 浦东新区 唐镇,3-5年,硕士,Python开发工程师,shanghai,6
微传,https://www.zhipin.com/job_detail/8fe9e275b20b88cd1nx829S8FlM~.html,12-20K,上海 闵行区 虹桥,3-5年,本科,Python高级软件工程师,shanghai,2
DataXgroup,https://www.zhipin.com/job_detail/91b1e74f13d76a1603Z-3N-1EVs~.html,20-30K,上海 黄浦区 打浦桥,5-10年,本科,资深Python工程师,shanghai,3
源杉科技,https://www.zhipin.com/job_detail/55cac669d1f1224003J-2t-_FlU~.html,15-30K,上海 杨浦区 周家嘴路,5-10年,本科,python数据后端工程师,shanghai,1
第一弹,https://www.zhipin.com/job_detail/8bf46e525db0dfb01nFy3tu9FFo~.html,15-25K,上海 闵行区 虹桥,3-5年,本科,Python 后端开发,shanghai,4
上海久链,https://www.zhipin.com/job_detail/1a20b2ae13de396003J929y5ElY~.html,13-22K,上海 浦东新区 东明路,3-5年,本科,python后端开发,shanghai,6
担路网,https://www.zhipin.com/job_detail/541d76d6b2980c1303V73N21FlI~.html,6-11K,上海 松江区 九亭,经验不限,学历不限,Python工程师,shanghai,5
牛咖,https://www.zhipin.com/job_detail/59822c93b0febfe603x83tW_EVY~.html,25-50K,上海 普陀区 长风,3-5年,本科,python高级开发工程师,shanghai,3
千寻位置,https://www.zhipin.com/job_detail/2f4f6e80a1adb845031409S4GVQ~.html,16-30K·16薪,上海 杨浦区 江湾,3-5年,本科,Python开发工程师,shanghai,4
桑田智能,https://www.zhipin.com/job_detail/e5c7b3f02c660a231XN639i9FVA~.html,18-22K,上海 宝山区 高境,3-5年,本科,中级python运维工程师,shanghai,4
上海同梁智能科技,https://www.zhipin.com/job_detail/e7c4f7d9985e958e03Bz2di1FFM~.html,5-8K,上海 杨浦区 四平路,经验不限,本科,python爬虫工程师,shanghai,1
善挚,https://www.zhipin.com/job_detail/83342079ca76d90a03B93NS5E1A~.html,18-35K,上海 浦东新区 潍坊,3-5年,本科,高级 Python 工程师,shanghai,4
上海小莫,https://www.zhipin.com/job_detail/93a5c8c6a1cac9071nZ42dy9F1o~.html,20-30K,上海 黄浦区 董家渡,5-10年,本科,python工程师（服务器）,shanghai,3
钱咖,https://www.zhipin.com/job_detail/f7efb108e8e1349703J40t65FFE~.html,25-35K,上海 黄浦区 五里桥,5-10年,本科,高级python开发,shanghai,2
源杉科技,https://www.zhipin.com/job_detail/ed2a0b371335a3201HR529m5FFc~.html,15-30K,上海 杨浦区 周家嘴路,5-10年,本科,Python后端工程师,shanghai,2
拉卡拉,https://www.zhipin.com/job_detail/a2aee8690b203e8c0nV73Nq5FFI~.html,15-30K,上海 浦东新区 唐镇,3-5年,本科,Python开发工程师,shanghai,4
自兴信息,https://www.zhipin.com/job_detail/55cc169a781f1c7c1XRz3dW8GVs~.html,30-60K,上海 徐汇区 龙华,5-10年,大专,python（兼职讲师）开发,shanghai,6
赛舵智能,https://www.zhipin.com/job_detail/a2a1f6ad1a13804d0nR-3du-FFU~.html,20-40K·13薪,上海 闵行区 吴泾,经验不限,本科,Python/Go后端工程师,shanghai,2
担路网,https://www.zhipin.com/job_detail/c5db14dfc429f2151HZy39q_GVE~.html,7-12K,上海 松江区 九亭,经验不限,本科,python后端工程师,shanghai,5
墨果文化,https://www.zhipin.com/job_detail/428f777d4257e43f0nV72968E1Y~.html,15-20K,上海 长宁区 古北,3-5年,本科,python研发工程师,shanghai,1
喜科,https://www.zhipin.com/job_detail/c71aee85b265a405031z2NW4FVo~.html,15-22K,上海 徐汇区 田林,3-5年,大专,Python Software Engineer,shanghai,5
善挚,https://www.zhipin.com/job_detail/78f521f6e0b9b79d1HN52929FlM~.html,12-20K,上海 浦东新区 潍坊,1-3年,本科,Python 工程师,shanghai,1
玖数软件,https://www.zhipin.com/job_detail/5ee1e8363a12d9ba1H152tu9EVE~.html,8-9K,上海 普陀区 长征,1-3年,本科,Python数据分析师,shanghai,1
喜宝供应链,https://www.zhipin.com/job_detail/36f5880fc5c48d271Xd839q8F1o~.html,10-20K,上海 普陀区 长风,5-10年,大专,python高级开发工程师,shanghai,3
量锐科技,https://www.zhipin.com/job_detail/12bfa9de3d56e9d903152ti9Flo~.html,16-21K,上海 黄浦区 人民广场,1-3年,本科,Python开发工程师,shanghai,3
上海数旦,https://www.zhipin.com/job_detail/99789a91836fb9d21nN_2tm7E1Q~.html,9-14K,上海 徐汇区 漕河泾,应届生,本科,Python开发工程师,shanghai,1
众标科技,https://www.zhipin.com/job_detail/2ae45c61087e9e841n150ty0FlI~.html,8-12K,上海 宝山区 庙行,1年以内,本科,Python后台开发,shanghai,5
上海特临,https://www.zhipin.com/job_detail/03b4a63d2567e52a1nx42dW5EFQ~.html,18-30K,上海 闵行区 浦江,5-10年,本科,Python高级工程师,shanghai,4
天泰网络技术,https://www.zhipin.com/job_detail/6a962dd35e5442ed03Zz2dm9FlE~.html,13-25K,上海 浦东新区 张江,3-5年,本科,PYTHON开发工程师,shanghai,6
360金融,https://www.zhipin.com/job_detail/39d2ac950b44128403xz2dq6EFA~.html,15-30K,上海 杨浦区 江浦路,1-3年,本科,Python开发工程师（东南亚业务）,shanghai,3
上海数旦,https://www.zhipin.com/job_detail/49d306c768dab2741nN_2t67GVM~.html,20-30K,上海 徐汇区 上海南站,3-5年,本科,Python开发高级工程师,shanghai,3
小码教育,https://www.zhipin.com/job_detail/acaa63a6b51366d6031_2925E1Q~.html,12-15K·13薪,上海 黄浦区 半淞园路,经验不限,本科,少儿编程讲师（Python方向）,shanghai,6
犀语科技,https://www.zhipin.com/job_detail/26cd66d476df13c303172d-6FVs~.html,26-35K,上海 杨浦区 五角场,5-10年,本科,python开发经理,shanghai,6
傲梦网络科技,https://www.zhipin.com/job_detail/c1af3b6adca94157031939q9EFo~.html,8-13K,上海 长宁区 北新泾,1年以内,本科,Python课程设计,shanghai,3
云深网络,https://www.zhipin.com/job_detail/b28bf86bdb9111861HF_29i6E1s~.html,9-14K,上海 浦东新区 张江,1-3年,本科,Python开发工程师,shanghai,2
点就通,https://www.zhipin.com/job_detail/2834437bbbccec831XB63dq6ElA~.html,7-14K,上海 静安区 南京西路,3-5年,本科,python 开发,shanghai,2
弈知数据,https://www.zhipin.com/job_detail/ab39c8dfafcdb4061Hx-3dW4FlQ~.html,11-20K,上海 宝山区 友谊路,3-5年,本科,Python开发工程师,shanghai,4
S先生,https://www.zhipin.com/job_detail/21c99a11786806f703182dq5GVA~.html,20-35K,上海 黄浦区 人民广场,1-3年,本科,Python高级工程师SH,shanghai,6
意赋教育科技,https://www.zhipin.com/job_detail/2e6b7ca58ebb21e81XV90ti8Flo~.html,9-15K,上海 杨浦区 鞍山,经验不限,本科,python开发工程师,shanghai,4
天纳能源,https://www.zhipin.com/job_detail/a5dad5808ae972150nV62dy_ElE~.html,6-10K,上海 闵行区 七宝,3-5年,本科,Python,shanghai,1
光际科技,https://www.zhipin.com/job_detail/1ab0c70c22e5c23a031_2t68EVc~.html,7-12K,上海 杨浦区 周家嘴路,经验不限,本科,python web开发工程师,shanghai,5
贯信,https://www.zhipin.com/job_detail/8af7bb2c44513a651XN42d--GFc~.html,20-25K,上海 杨浦区 五角场,1-3年,本科,Python数据算法工程师,shanghai,1
领鸟云,https://www.zhipin.com/job_detail/0706e4fe9e2a022603F62NW-FFA~.html,11-17K,上海 闵行区 虹桥,1-3年,本科,高级Python开发工程师,shanghai,4
恺亲教育,https://www.zhipin.com/job_detail/97e607c7e74d601303d_29q_EFY~.html,10-12K,上海 宝山区 友谊路,1-3年,本科,Python后端工程师,shanghai,6
领鸟云,https://www.zhipin.com/job_detail/215f70c4287e42a603x-2dS6FVY~.html,11-17K,上海 闵行区 虹桥,经验不限,本科,数据挖掘工程师（python）,shanghai,4
财联社,https://www.zhipin.com/job_detail/527ac1dd43f4112103x_0tS1FlU~.html,10-15K·13薪,上海 徐汇区 徐家汇,1-3年,本科,Python开发工程师,shanghai,6
中软国际,https://www.zhipin.com/job_detail/4554482c347155ac0nZ429W9EVc~.html,12-20K,上海 浦东新区 金桥,3-5年,本科,python开发工程师-车联网,shanghai,2
Softlinker,https://www.zhipin.com/job_detail/eebc3f25d94ab06e1HB_0ti-E1I~.html,12-23K,上海 杨浦区 中原,5-10年,大专,高级Python开发工程师（驻场）,shanghai,1
沐瞳科技,https://www.zhipin.com/job_detail/1072a371365e6d7d0nVy3Ny0F1A~.html,14-20K·14薪,上海 闵行区 静安新城,3-5年,本科,python数据开发 (MJ000126),shanghai,5
