company_name,uri,salary,site,year,edu,job_name,city,pos_count
厨芯,https://www.zhipin.com/job_detail/e3f03927262cb4461nJ60960GFM~.html,15-25K,北京 顺义区 后沙峪,3-5年,本科,python高级工程师,beijing,5
天融信,https://www.zhipin.com/job_detail/c578bef88edf41db03R42dq7FFQ~.html,15-25K·13薪,北京 海淀区 西二旗,5-10年,本科,Python架构师-SAAS方向,beijing,4
长城汽车,https://www.zhipin.com/job_detail/bacad161fd023ab503x72928FVE~.html,25-35K,北京  ,3-5年,本科,python开发工程师,beijing,1
中铁信弘远软件,https://www.zhipin.com/job_detail/0b6347a72762fcf50nd63NS0EVc~.html,10-15K,北京 海淀区 定慧寺,1-3年,本科,Python开发工程师,beijing,1
宏福职业培训学校,https://www.zhipin.com/job_detail/5e7c5fe0db65013703F-29-6GVs~.html,11-15K,北京 昌平区 北七家,1-3年,本科,高可用与Python讲师,beijing,1
昊恒天,https://www.zhipin.com/job_detail/f33075feb0694a0c0nR40ty4GFc~.html,20-40K,北京 朝阳区 酒仙桥,3-5年,本科,Python工程师,beijing,3
云识图,https://www.zhipin.com/job_detail/dbf4ce697ac6e1291nZ-3d6_F1s~.html,12-15K,北京 海淀区 五道口,3-5年,本科,Python,beijing,5
更美app,https://www.zhipin.com/job_detail/ebb5e6e70041274d0nRy3dW5GVU~.html,20-40K·14薪,北京 朝阳区 望京,3-5年,本科,python高级工程师,beijing,1
英才酷,https://www.zhipin.com/job_detail/54bfe9155ed683460nVz2NW5ElE~.html,15-25K·14薪,北京 海淀区 皂君庙,1-3年,大专,python全栈工程师,beijing,5
中关村科金,https://www.zhipin.com/job_detail/0e502bfc76a172f40nZ72d-7FVY~.html,15-30K·14薪,北京 海淀区 五道口,3-5年,本科,python开发工程师,beijing,5
旷视MEGVII,https://www.zhipin.com/job_detail/f11f24730b420f5c1nN62t24FVo~.html,25-50K,北京 海淀区 中关村,3-5年,本科,Python开发工程师,beijing,1
童程童美,https://www.zhipin.com/job_detail/ddcab094194a2dbb1H172tS-Flo~.html,15-30K,北京 东城区 磁器口,5-10年,本科,Python讲师,beijing,5
掌阅科技,https://www.zhipin.com/job_detail/c08015238dafbd140nR52tq-Fls~.html,25-35K·14薪,北京 朝阳区 高碑店,5-10年,本科,python工程师,beijing,2
芽芽科技,https://www.zhipin.com/job_detail/697074077a4a63661nZ73t2_EFc~.html,8-16K,北京 海淀区 学院路,1-3年,本科,Python,beijing,4
环球合一,https://www.zhipin.com/job_detail/96a9b2332b014f910nZ92ti8GVA~.html,11-20K,北京 海淀区 中关村,3-5年,本科,python运维开发,beijing,2
旷视MEGVII,https://www.zhipin.com/job_detail/f81d208a90b99ce30nd62t-9FFE~.html,15-30K·14薪,北京 海淀区 中关村,经验不限,本科,2020校招后端python,beijing,3
旷视MEGVII,https://www.zhipin.com/job_detail/63bcd6c40200cb9a1Hx739u_FFU~.html,25-50K,北京 海淀区 中关村,3-5年,本科,PaaS平台高级工程师（Python）,beijing,6
开课吧,https://www.zhipin.com/job_detail/5cc2a9ffa36bf1ef031_29m_FVI~.html,35-60K,北京 海淀区 上地,1-3年,硕士,Python人工智能全职讲师,beijing,2
OYO,https://www.zhipin.com/job_detail/0078eae630aa975603Z90ty9F1U~.html,20-30K,北京 朝阳区 酒仙桥,5-10年,本科,Python开发工程师,beijing,3
旷视MEGVII,https://www.zhipin.com/job_detail/c40c7710c2e25e2a03By0ti_ElI~.html,15-30K·14薪,北京 海淀区 中关村,1-3年,本科,Python开发工程师,beijing,5
奇安信集团,https://www.zhipin.com/job_detail/890a28c963f2bb671nB82N66FVY~.html,20-40K,北京 朝阳区 酒仙桥,3-5年,本科,服务端开发工程师(Python),beijing,4
北京数创世纪,https://www.zhipin.com/job_detail/91f011f216fbf21703N72967E1c~.html,9-14K,北京 朝阳区 北苑,3-5年,大专,PYTHON开发工程师,beijing,5
百知教育,https://www.zhipin.com/job_detail/5b133e39df0bff891Xx-2d24FlQ~.html,15-25K,北京 海淀区 上地,1年以内,大专,Python讲师,beijing,2
绫致时装,https://www.zhipin.com/job_detail/24d27b88aedaf93b0nZ92t6_FlM~.html,15-25K·13薪,北京 朝阳区 东大桥,3-5年,大专,Python开发工程师,beijing,5
缘起宏福,https://www.zhipin.com/job_detail/f0733e225063c3b403F62tW8FFc~.html,11-15K,北京 昌平区 北七家,1-3年,本科,高可用与Python讲师,beijing,3
泡泡玛特,https://www.zhipin.com/job_detail/1d3d0278f0aef8fb03R-2tW0FFc~.html,15-30K,北京 朝阳区 望京,3-5年,大专,python后端工程师 (MJ000447),beijing,1
分享动力,https://www.zhipin.com/job_detail/54dc6ae2e624e6de0nd62Nm1F1I~.html,30-45K·14薪,北京 海淀区 五道口,5-10年,本科,python技术经理,beijing,1
旷视MEGVII,https://www.zhipin.com/job_detail/ca0bb1675efd795f1HZ52ti7ElQ~.html,20-40K,北京 海淀区 中关村,3-5年,本科,高级python开发工程师,beijing,5
奇安信集团,https://www.zhipin.com/job_detail/5a2745d8e5e2bc481nF42dq1E1c~.html,25-40K,北京 朝阳区 酒仙桥,5-10年,本科,Python资深工程师,beijing,2
掌阅科技,https://www.zhipin.com/job_detail/dcf873cfe50078ce03V_29q_GFc~.html,22-35K,北京 朝阳区 高碑店,3-5年,本科,高级Python研发工程师,beijing,4
乐荐集团,https://www.zhipin.com/job_detail/89ad6ddd1b9bd55a1Xxy3Nq0F1A~.html,12-15K,北京 朝阳区 建国路,1-3年,本科,Python开发工程师,beijing,2
数盟网络,https://www.zhipin.com/job_detail/de3f0806a8b4e13403x909i1FFQ~.html,25-35K·13薪,北京 海淀区 知春路,10年以上,本科,Python研发经理,beijing,2
安全元素,https://www.zhipin.com/job_detail/a032fe1ee16f036d03N52Ni-EVs~.html,20-35K·14薪,北京 海淀区 马连洼,3-5年,本科,Python架构师,beijing,6
蜻蜓FM,https://www.zhipin.com/job_detail/e7b8281775aec7ef1X172d25FFA~.html,18-36K,北京 朝阳区 朝外,3-5年,本科,Python(北京）,beijing,4
老虎集团,https://www.zhipin.com/job_detail/b1db5adbf06c520d03xy2dq8EFM~.html,20-35K·14薪,北京 朝阳区 太阳宫,3-5年,本科,Python工程师,beijing,5
中国电信云,https://www.zhipin.com/job_detail/161556f69fc4ac141XZz2tu0EFs~.html,15-28K,北京 海淀区 上地,5-10年,本科,python开发工程师,beijing,1
心悦互娱,https://www.zhipin.com/job_detail/c95c4a45bb09ba2a03x609-8FVI~.html,15-25K,北京 海淀区 知春路,3-5年,本科,Python开发工程师,beijing,4
腾讯,https://www.zhipin.com/job_detail/e79be1cea23134201H163tq6GFc~.html,20-40K,北京 海淀区 中关村,3-5年,本科,Python研发工程师,beijing,5
分享动力,https://www.zhipin.com/job_detail/1aa33bc0e8ba1b2703d-39y9FFY~.html,15-25K,北京 海淀区 中关村,3-5年,本科,Python后端开发,beijing,1
XtalPi,https://www.zhipin.com/job_detail/15c5c2775d92d4b203d83d28Elo~.html,12-20K·13薪,北京 海淀区 中关村,1-3年,本科,Python后台开发,beijing,5
泽创天成,https://www.zhipin.com/job_detail/3780e16bfa6d338f1HV739m4GVc~.html,18-35K,北京 朝阳区 望京,5-10年,本科,Python,beijing,5
泰力友,https://www.zhipin.com/job_detail/e5617bbc7f21c5be0nZ43tS9FlA~.html,4-8K,北京 朝阳区 望京,经验不限,高中,Python,beijing,6
北京趣活科技有限公司,https://www.zhipin.com/job_detail/ac857e19df330f8f1XJz29i-GVo~.html,15-25K,北京 朝阳区 百子湾,3-5年,本科,高级python开发工程师,beijing,1
分享动力,https://www.zhipin.com/job_detail/df0c20d1c2b9924403dz09W4EFQ~.html,12-20K·14薪,北京 海淀区 五道口,1-3年,本科,python后端开发,beijing,6
志翔科技,https://www.zhipin.com/job_detail/54b42592e91563b803J7396-FVA~.html,15-30K,北京 海淀区 五道口,1-3年,本科,Python后台研发工程师,beijing,6
好未来,https://www.zhipin.com/job_detail/f89c00167da46bac0nR93N24E1s~.html,20-30K·14薪,北京 海淀区 苏州街,3-5年,本科,Python高级工程师,beijing,2
数盟网络,https://www.zhipin.com/job_detail/4b0452686e9901710nVy2d27F1o~.html,25-35K·13薪,北京 海淀区 知春路,5-10年,本科,技术leader（python）,beijing,5
探境科技,https://www.zhipin.com/job_detail/8e7270ba1abc81d41XB839q0ElI~.html,25-50K,北京 朝阳区 望京,1-3年,本科,Python工程师(深度学习方向),beijing,2
绛门科技,https://www.zhipin.com/job_detail/7e1ea7b87b58554703R72t29FVo~.html,7-11K,北京 朝阳区 酒仙桥,1-3年,本科,python开发,beijing,6
文思海辉·金融,https://www.zhipin.com/job_detail/3c178203ca0c59b70nZ609q-FVc~.html,9-13K,北京 昌平区 沙河,3-5年,本科,Python工程师,beijing,5
好未来,https://www.zhipin.com/job_detail/7f3185299b0ab4b80nV73Nm5E1s~.html,25-40K·14薪,北京 海淀区 中关村,3-5年,本科,高级Python开发工程师,beijing,3
LBE TECH,https://www.zhipin.com/job_detail/74ad8f22afe12de80nRz3tq-Eg~~.html,25-30K·14薪,北京  ,3-5年,本科,Python后端研发工程师,beijing,3
英才酷,https://www.zhipin.com/job_detail/50511b5a9486342903x729q-Elc~.html,15-25K·14薪,北京 海淀区 皂君庙,3-5年,本科,Python全栈开发工程师,beijing,1
启明合心,https://www.zhipin.com/job_detail/4156b3fc707cb4631nx_0tu7EFY~.html,20-40K,北京 海淀区 知春路,3-5年,本科,高级 Python 后端工程师,beijing,4
码博科技,https://www.zhipin.com/job_detail/6c30ac3c44f29cf01nJ429-5Ew~~.html,13-20K,北京 通州区 马驹桥,3-5年,本科,北京Python,beijing,1
童程童美,https://www.zhipin.com/job_detail/d60da50a637576000nRy2tu4FlE~.html,6-11K,北京 大兴区 亦庄,经验不限,本科,python编程讲师,beijing,6
绛门科技,https://www.zhipin.com/job_detail/4b71a554cb1ccab603B70tu_GFM~.html,6-10K,北京 朝阳区 酒仙桥,1-3年,硕士,Python开发工程师（360-北京）,beijing,4
老虎集团,https://www.zhipin.com/job_detail/42c3ce1c3c69d7601Xd_2N29GFA~.html,15-30K,北京 朝阳区 太阳宫,经验不限,本科,python开发工程师,beijing,4
旷视MEGVII,https://www.zhipin.com/job_detail/2fbcbd3936e332ad03153NS8E1Y~.html,20-40K,北京 海淀区 中关村,3-5年,本科,Python全栈工程师,beijing,4
大地宏图,https://www.zhipin.com/job_detail/070874376066d8c51Hd52Nu4ElI~.html,30-60K,北京 朝阳区 北苑,5-10年,本科,python高级开发经理,beijing,5
百度,https://www.zhipin.com/job_detail/0da9846949a20a981Xd4292_FFU~.html,30-50K,北京 海淀区 西北旺,3-5年,本科,Python后端开发工程师,beijing,2
拓尔思,https://www.zhipin.com/job_detail/883ba5021e774efe03B63Ny9F1I~.html,6-8K,北京 朝阳区 北沙滩,1-3年,本科,python工程师,beijing,2
数盟网络,https://www.zhipin.com/job_detail/588ace135bb8e6d20nR70t64EVY~.html,25-35K·13薪,北京 海淀区 知春路,5-10年,本科,技术经理（python),beijing,2
文德数慧,https://www.zhipin.com/job_detail/7aa45964737be63a0nZ_3t6-EVo~.html,18-25K,北京 海淀区 西北旺,5-10年,本科,Python工程师,beijing,4
美菜网,https://www.zhipin.com/job_detail/76b72ac6e5900b531H1z0ti1GVc~.html,30-50K,北京 朝阳区 安贞,5-10年,本科,Python高级工程师/专家,beijing,3
Synnex,https://www.zhipin.com/job_detail/8b440678c4687f701XB50926FFM~.html,15-30K,北京  ,3-5年,本科,Python开发工程师,beijing,4
Aibee,https://www.zhipin.com/job_detail/c77c1a909031c5131XNy2du8EVc~.html,20-40K,北京 海淀区 西北旺,3-5年,本科,Python,beijing,4
爱咔咔,https://www.zhipin.com/job_detail/2b570865f36547701H1y29i5EFc~.html,17-22K,北京 海淀区 上地,3-5年,本科,python工程师,beijing,1
乘法云,https://www.zhipin.com/job_detail/3cc688b8a47685b61XZ82N24FVc~.html,15-25K,北京 昌平区 回龙观,经验不限,本科,python,beijing,2
爱谱纳纳科技,https://www.zhipin.com/job_detail/6d0f348c021f776803x-39-4EVc~.html,15-25K·13薪,北京 海淀区 五道口,5-10年,本科,Python开发高级 - 天津职位,beijing,1
北大青鸟航天桥校区,https://www.zhipin.com/job_detail/0dc8a9e79604585f1nJ72d27FFc~.html,15-30K,北京 海淀区 航天桥,1-3年,本科,Python,beijing,3
尚博信,https://www.zhipin.com/job_detail/d292a100dddada1603F70960FVE~.html,12-18K,北京  ,3-5年,大专,python开发工程师,beijing,6
北京微云智联,https://www.zhipin.com/job_detail/283696a939b645bb03J_3di_EFc~.html,20-40K,北京 海淀区 上地,5-10年,本科,Python研发工程师,beijing,6
京东集团,https://www.zhipin.com/job_detail/221a65517f53107603Jy0t-7GVI~.html,20-40K·14薪,北京  ,3-5年,本科,算法工程师(机器学习，python),beijing,6
物美集团,https://www.zhipin.com/job_detail/e81c29c393fcef851nx53Nu4E1I~.html,18-28K,北京 海淀区 四季青,5-10年,本科,Python开发工程师,beijing,6
课工场,https://www.zhipin.com/job_detail/13d678d0430a1de71HNy0tu-Fls~.html,8-10K,北京 海淀区 中关村,5-10年,本科,兼职---python讲师,beijing,2
小叶科技,https://www.zhipin.com/job_detail/5598b25b0ec023591nJ_39y9GVY~.html,15-30K,北京 海淀区 苏州桥,3-5年,本科,Python研发工程师,beijing,3
鹏博士,https://www.zhipin.com/job_detail/eafc54c94062b93b0nd72t-7FFI~.html,13-23K,北京 东城区 和平里,经验不限,本科,Python工程师,beijing,2
青藤云安全,https://www.zhipin.com/job_detail/b808d30628b406f40nV409u-FFU~.html,25-45K,北京 海淀区 上地,5-10年,本科,Python开发工程师,beijing,2
首都在线,https://www.zhipin.com/job_detail/1061a243a2ac86781XV_3dS5ElE~.html,20-35K,北京 海淀区 四季青,5-10年,本科,高级python工程师,beijing,4
志翔科技,https://www.zhipin.com/job_detail/6401cfaaf05673af1HZz29u-GFs~.html,12-24K·14薪,北京 海淀区 花园路,1-3年,本科,Python数据开发工程师,beijing,6
心悦互娱,https://www.zhipin.com/job_detail/64a346bad4a10a940nV73tS6ElQ~.html,13-20K,北京 海淀区 知春路,3-5年,本科,python量化策略工程师,beijing,5
嘉楠捷思,https://www.zhipin.com/job_detail/fdb79e9cff5a36100nZ-09i8Flc~.html,20-30K,北京 海淀区 西北旺,5-10年,本科,资深Python工程师,beijing,1
数盟网络,https://www.zhipin.com/job_detail/157c2968b978e47703xz392-E1U~.html,16-25K·13薪,北京 海淀区 知春路,3-5年,本科,Python开发工程师,beijing,5
绛门科技,https://www.zhipin.com/job_detail/5079a67294b1ace40nVz3d-9EFY~.html,10-15K,北京 朝阳区 望京,3-5年,本科,Python（北京360）,beijing,3
旷视MEGVII,https://www.zhipin.com/job_detail/0641583d3342026e0nR42N24ElM~.html,18-35K,北京 海淀区 中关村,3-5年,本科,后端(GO/Python）开发工程师,beijing,6
晨石科技,https://www.zhipin.com/job_detail/a1e078750c2bce55031739W8F1E~.html,16-30K,北京 海淀区 中关村,1-3年,本科,python工程师,beijing,6
千里马招标网,https://www.zhipin.com/job_detail/aa916c622ec2eee303153N6-F1Q~.html,20-30K·16薪,北京 海淀区 上地,3-5年,本科,python爬虫工程师,beijing,3
越野e族,https://www.zhipin.com/job_detail/1634e29da13a1b0b1XV739W4GVc~.html,15-20K,北京 朝阳区 垡头,3-5年,学历不限,PHP/Python开发工程师,beijing,5
分享动力,https://www.zhipin.com/job_detail/1c845497de73130603d-39-1E1A~.html,15-25K·13薪,北京 海淀区 中关村,3-5年,本科,Python后端开发,beijing,4
京东集团,https://www.zhipin.com/job_detail/7540026b2d00c3bf03Jy09m6Flo~.html,20-40K·14薪,北京  ,3-5年,本科,大数据开发工程师(python),beijing,2
川谷金融科技,https://www.zhipin.com/job_detail/750ef9427b7701841Xx62926ElY~.html,10-20K,北京 朝阳区 朝外,1-3年,本科,python算法工程师,beijing,4
LBE TECH,https://www.zhipin.com/job_detail/dfa104f0226456d61HR_09W1EVo~.html,20-40K·13薪,北京  ,3-5年,本科,python研发工程师,beijing,4
深睿医疗,https://www.zhipin.com/job_detail/8eb386dd2f05649e03Zy3dy4GVY~.html,20-40K·14薪,北京 海淀区 中关村,3-5年,本科,算法工程师（Python）,beijing,6
世通亨奇,https://www.zhipin.com/job_detail/9affd874c2a6c62b1HNy2N-6F1I~.html,12-13K,北京 海淀区 学院路,3-5年,本科,Python,beijing,1
联创信安,https://www.zhipin.com/job_detail/0c42d5b96b4a8cd41HV93NW-FVo~.html,11-22K,北京 昌平区 沙河,3-5年,本科,Python开发工程师,beijing,4
便利蜂,https://www.zhipin.com/job_detail/223fe316797fcf9c03J_3ti9FFQ~.html,25-50K·14薪,北京 朝阳区 酒仙桥,3-5年,本科,python高级开发工程师,beijing,1
联创世界,https://www.zhipin.com/job_detail/2ff099fe4a689614031-2ty5FVs~.html,15-20K,北京 朝阳区 望京,3-5年,本科,高级Python,beijing,3
Stratifyd,https://www.zhipin.com/job_detail/1730ffcb5c50f81c1HFy2N66EVA~.html,11-20K,北京 朝阳区 朝外,3-5年,本科,Python开发工程师,beijing,3
中谷金科,https://www.zhipin.com/job_detail/1dc46f68e357f8141HZ53Nq5ElU~.html,18-25K,北京 通州区 北关,3-5年,本科,python高级开发,beijing,6
联创世界,https://www.zhipin.com/job_detail/e33f13147d871f961HF-2du8GVo~.html,12-18K,北京 朝阳区 大望路,3-5年,本科,高级Python开发工程师,beijing,5
青藤云安全,https://www.zhipin.com/job_detail/2d42966b02dd64cf0nRy2Nm7FFU~.html,25-45K,北京 海淀区 上地,3-5年,本科,高级Python研发工程师,beijing,2
深圳市领讯云智能,https://www.zhipin.com/job_detail/e8952745c49c009f1HB83N24GVc~.html,15-25K,北京 丰台区 北大地,1-3年,大专,python讲师(兼职),beijing,4
软通动力,https://www.zhipin.com/job_detail/baca04719e0d3f0f03Nz09q-GFY~.html,11-20K,北京 海淀区 西北旺,3-5年,本科,Python开发工程师,beijing,3
汇力凯途,https://www.zhipin.com/job_detail/b328ad68a44427881nx93Ny_F1c~.html,4-9K,北京 海淀区 清河,应届生,本科,Python开发工程师,beijing,3
中国电信云,https://www.zhipin.com/job_detail/1a7b6aa188f5e70e1HR-3dm0GFU~.html,25-50K,北京 海淀区 四季青,5-10年,本科,python开发工程师（资深）,beijing,4
小佑科技,https://www.zhipin.com/job_detail/260a6fff238eaf8903V52dq_FlY~.html,9-14K,北京 昌平区 回龙观,1年以内,大专,Python,beijing,5
传智播客,https://www.zhipin.com/job_detail/86280643760760ed1HJ82Nu7E1M~.html,30-35K,北京 昌平区 北七家,3-5年,大专,Python web项目讲师,beijing,1
神码教育,https://www.zhipin.com/job_detail/0dcdad45cba2e7a20nZz09S9EVY~.html,8-12K,北京 朝阳区 国贸,3-5年,本科,Python 课程教学总监/ 教学研发总监,beijing,3
流体网络,https://www.zhipin.com/job_detail/f78eb9a7bf1295dc1HZy3Ni-GFQ~.html,30-60K,北京 朝阳区 北苑,5-10年,本科,Python开发工程师,beijing,5
英才酷,https://www.zhipin.com/job_detail/4af8af8ba3a5b666031z3dm9FVE~.html,15-25K·14薪,北京 海淀区 北下关,3-5年,大专,Python 全栈开发,beijing,6
鹏博士,https://www.zhipin.com/job_detail/889fa667f196019b03142Nu1GVQ~.html,12-24K,北京 东城区 和平里,经验不限,本科,Python/Golang开发工程师,beijing,2
罗辑思维,https://www.zhipin.com/job_detail/ef40880693df700c03V52d-4FVI~.html,25-50K,北京 朝阳区 大望路,3-5年,本科,Python后端开发工程师,beijing,3
SmartX,https://www.zhipin.com/job_detail/6d72ccaf9e38399c1XF62tW9FFE~.html,20-40K,北京 海淀区 知春路,经验不限,本科,Python 高级软件工程师,beijing,5
旷视MEGVII,https://www.zhipin.com/job_detail/6dea68b02da4fe2203J62du1E1c~.html,15-30K·14薪,北京 海淀区 中关村,3-5年,本科,python开发工程师,beijing,2
玖连环网络科技,https://www.zhipin.com/job_detail/f398645b3983821503J529S7FVc~.html,18-24K,北京 海淀区 马连洼,3-5年,本科,高级Python工程师,beijing,2
氢元数据,https://www.zhipin.com/job_detail/37f4cffe6212e3f21nx82Nu_F1A~.html,12-20K,北京 海淀区 上地,3-5年,本科,Python爬虫工程师,beijing,5
海马轻帆,https://www.zhipin.com/job_detail/32c3a79a10ddb3a21HR70tm-F1A~.html,10-15K,北京 朝阳区 望京,1-3年,本科,Python工程师,beijing,2
老男孩IT教育,https://www.zhipin.com/job_detail/d4be64029437fea10XRy2NS4GQ~~.html,25-40K,北京 昌平区 沙河,3-5年,本科,Python讲师(兼职全职均可）,beijing,3
探境科技,https://www.zhipin.com/job_detail/c29d7cceb57ed6a603R62ti6EVI~.html,8-13K·13薪,北京 朝阳区 望京,1年以内,本科,软件工程师（ Python/Shell/C/C++/JAVA）,beijing,6
智线云,https://www.zhipin.com/job_detail/ef7099cab4e637cd1XN52tW-F1I~.html,15-25K·14薪,北京 朝阳区 团结湖,3-5年,本科,全栈工程师-(PHP/Python/Java),beijing,6
瀚海星云,https://www.zhipin.com/job_detail/c90f3ee1275ea62003R92tm6F1U~.html,15-30K·13薪,北京 海淀区 西二旗,3-5年,本科,Python工程师,beijing,4
互爱互动,https://www.zhipin.com/job_detail/4f80f16fb0f16a7e0nV70ti9EVs~.html,10-15K,北京 朝阳区 望京,1-3年,学历不限,Python研发工程师,beijing,6
老虎集团,https://www.zhipin.com/job_detail/9afd3c6a0ba1107b03x-2tS-FVI~.html,20-30K·14薪,北京 朝阳区 太阳宫,3-5年,本科,高级Python研发工程师,beijing,3
趣加游戏,https://www.zhipin.com/job_detail/ff096d2df22f3e730nRy3Nm4EVI~.html,30-35K,北京 海淀区 中关村,5-10年,本科,Python开发工程师,beijing,2
